2.801544727347931264e-10	5.627627939600426954e-01	5.546875562499550142e+03	1.716243427005258448e-01	1.600079215204825434e-01
2.817993353602105669e-10	5.660669264185547167e-01	4.851356118915105071e+03	1.198919040864767360e-01	1.762133686971651403e-01
2.777515258680124888e-10	5.579358530253278881e-01	4.849916120067104202e+03	2.779644176284659096e-01	1.778911289553327113e-01
2.772440652420575311e-10	5.569164869702392107e-01	4.853276117379105926e+03	1.940398447681241853e-02	1.905414394237919806e-01
2.780714385342347720e-10	5.585784804447976315e-01	6.519594784324172906e+03	6.916026467178826298e-02	1.820542559762812485e-01
2.947949396169847246e-10	5.921719622916192804e-01	6.657834673732260853e+03	3.707322634141892448e-01	1.682830875899088141e-01
2.816204845281134111e-10	5.657076582155861066e-01	5.825755339395728697e+03	4.633673893060885618e-01	1.696314386665746243e-01
2.784011300421516336e-10	5.592407511996744240e-01	5.667115466307626775e+03	1.348563721149023120e-01	1.808645671652104603e-01
2.851754901107699387e-10	5.728488073634464550e-01	5.975515219587824504e+03	2.430518855584915539e-01	1.626061306247624516e-01
2.844960091373926994e-10	5.714838939023557662e-01	5.986555210755831467e+03	9.840184127852698304e-02	1.631723800158898230e-01
2.833200035401059191e-10	5.691215821777514394e-01	6.288954968836024818e+03	2.620293903764877100e-02	1.768036446319259380e-01
2.840529266614153884e-10	5.705938480297997328e-01	5.672395462083630264e+03	3.513765188987848925e-02	1.921356875553089372e-01
2.946356940163349936e-10	5.918520762720506090e-01	1.991998406401274835e+01	1.147410282071774368e-01	1.069556361664961486e+00
2.797728511014675363e-10	5.619962081029280521e-01	5.916475266819786157e+03	1.390050087959929515e-01	1.705265240596898213e-01
2.796224453494222830e-10	5.616940792080280520e-01	4.971356022915181711e+03	1.026207979033616768e-01	1.586197171811237205e-01
2.784968697476930955e-10	5.594330691864533023e-01	4.042796765762587256e+03	2.353546117163106133e-01	1.643069770417136255e-01
2.821875601416083292e-10	5.668467764082094629e-01	4.403036477570817624e+03	2.837469730024215833e-02	1.787950109765656936e-01
2.811925176524942966e-10	5.648479759399660516e-01	5.842795325763739129e+03	1.116315906947274450e-01	1.758292144475374352e-01
2.652748302742263626e-10	5.328731795537720028e-01	1.634398692481045998e+02	8.025305579755535879e-02	4.066253673929867696e-01
2.771593577695426283e-10	5.567463300798763948e-01	5.274955780035375938e+03	2.886285690971447382e-01	1.909069091152537923e-01
2.850097299499353255e-10	5.725158351630459386e-01	5.426875658499473502e+03	5.249563800348959475e-02	1.844935954290278513e-01
2.696917012842476356e-10	5.417456085601570770e-01	5.305435755651395084e+03	9.022000782399373919e-02	1.995969638517462730e-01
2.766126480623649385e-10	5.556481220830773449e-01	6.417594865924107580e+03	1.092983125613499439e-02	2.449463843242150884e-01
2.720012022147955925e-10	5.463848391376351366e-01	5.080075935939251394e+03	2.733631413094869678e-01	1.712203092675939342e-01
2.747778561126608200e-10	5.519624674016746502e-01	3.926156859074512795e+03	2.102854317716545962e-01	1.689330436743672892e-01
2.831156656786276330e-10	5.687111166773622939e-01	6.894714484228412402e+03	4.364862108110313388e-01	1.534391627855203888e-01
2.826864712288222169e-10	5.678489685011549604e-01	6.209755032195974309e+03	7.398474081220735368e-03	1.513158408618990591e-01
2.855868436518149229e-10	5.736751174551756316e-01	7.636793890564887988e+03	6.142147086282331164e-02	1.603683724464553262e-01
2.800252834053215623e-10	5.625032837430772314e-01	5.296315762947389885e+03	6.917838465729226893e-01	1.774394488201696263e-01
